ID,elevation,aspect,slope,hor_hydro,ver_hydro,hor_road,hillsd_9am,hillsd_noon,hillsd_3pm,hor_fire,cover_type,soil,wild,twild
3779,3103,18,24,424,77,2659,194,182,116,1323,1,33,3,w3
3780,3051,268,6,127,4,2744,204,243,178,934,1,33,3,w3
3781,3435,67,5,390,40,2714,226,229,138,2016,1,38,3,w3
3782,3007,85,3,42,0,2854,223,234,147,2096,1,23,3,w3
3783,3027,132,37,404,179,2186,250,194,38,1722,2,13,3,w3
3784,2901,108,21,216,90,2370,250,211,79,1752,2,13,3,w3
3785,3230,214,7,180,30,3077,214,247,169,283,1,32,3,w3
3786,3013,133,9,60,2,2941,234,236,133,2136,1,23,3,w3
3787,3262,41,5,90,7,781,220,229,145,1989,1,22,1,w1
3788,3260,50,7,95,7,751,224,224,135,1983,1,22,1,w1
3789,2997,265,32,390,200,2383,122,234,240,1390,1,13,3,w3
3790,3275,235,8,0,0,2971,207,247,178,655,1,23,3,w3
3791,3034,132,18,127,20,3121,246,228,104,2136,2,33,3,w3
3792,2932,14,2,272,1,1852,217,235,155,1040,1,23,3,w3
3793,2940,241,5,421,9,1920,211,244,171,1168,2,23,3,w3
3794,2902,265,24,256,102,2329,152,242,225,1405,1,13,3,w3
3795,3126,201,11,693,329,2400,215,250,168,1290,2,13,3,w3
3796,3272,271,10,30,9,3037,193,243,189,646,1,23,3,w3
3797,3341,304,15,218,49,2932,177,231,194,1048,1,23,3,w3
3798,3012,94,3,0,0,3000,224,234,145,2215,1,23,3,w3
3799,3188,67,8,30,2,351,228,224,129,2041,1,22,1,w1
3800,3335,296,15,175,43,2976,177,234,198,997,1,23,3,w3
3801,3401,193,17,459,75,2890,216,251,163,1495,1,32,3,w3
3802,3124,184,24,630,87,2384,218,248,150,1233,2,13,3,w3
3803,3059,320,23,216,52,2641,153,211,194,2353,1,24,3,w3
3804,2913,33,25,150,54,1501,207,178,95,2900,1,24,3,w3
3805,3021,105,11,42,4,3121,238,227,118,2284,2,23,3,w3
3806,3070,46,13,484,200,1952,224,211,119,2665,1,24,3,w3
3807,3112,140,27,190,77,3392,248,221,83,2283,1,33,3,w3
3808,3042,84,21,446,175,1864,245,198,72,2738,1,33,3,w3
3809,3070,186,7,553,150,2182,221,245,158,1290,2,13,3,w3
3810,3076,223,10,607,39,2285,208,250,178,1116,2,31,3,w3
3811,3040,44,27,60,3,2458,214,169,0,939,1,23,3,w3
3812,3275,39,3,85,1,1092,220,232,149,2316,1,38,1,w1
3813,3150,14,15,551,149,2349,204,207,137,2596,1,24,3,w3
3814,3119,41,17,691,247,2170,219,200,110,2670,1,24,3,w3
3815,3259,102,6,180,8,765,230,233,137,2270,1,22,1,w1
3816,2949,138,22,153,56,2046,247,227,97,1648,1,31,3,w3
3817,2847,272,23,95,43,2040,153,239,222,1308,2,13,3,w3
3818,3076,321,15,677,39,2206,181,224,183,1052,2,31,3,w3
3819,2950,39,18,384,19,2064,218,198,110,940,1,31,3,w3
3820,3294,210,12,300,2,3254,211,251,174,932,2,32,3,w3
3821,2972,81,13,361,37,1997,237,216,107,874,1,31,3,w3
3822,3152,65,18,700,153,2240,234,201,92,2726,1,24,3,w3
3823,2835,80,23,90,34,1951,243,193,68,1379,2,33,3,w3
3824,2965,301,19,474,155,1989,163,228,204,1036,1,33,3,w3
3825,2957,19,20,201,98,1129,201,194,124,3378,1,24,3,w3
3826,3285,172,14,218,36,3255,229,246,145,1315,1,32,3,w3
3827,3295,197,10,162,16,3224,218,249,165,1532,1,32,3,w3
3828,2951,11,28,150,92,485,178,171,119,3007,2,24,3,w3
3829,2974,75,8,474,53,1961,230,225,127,878,1,31,3,w3
3830,3292,201,12,90,13,3279,215,250,169,1611,1,32,3,w3
3831,3303,23,22,390,32,924,202,189,116,2486,1,38,1,w1
3832,3262,180,17,150,13,3349,224,248,151,1333,2,32,3,w3
3833,3094,322,25,175,70,2945,149,206,192,2673,1,33,3,w3
3834,2991,329,8,454,70,1749,200,230,169,663,2,31,3,w3
3835,3323,4,12,350,42,1082,204,216,149,2571,1,38,1,w1
3836,3323,23,11,446,47,984,214,217,138,2550,1,38,1,w1
3837,2841,242,28,90,31,1770,155,249,222,1082,2,13,3,w3
3838,3178,117,6,339,84,2315,231,234,136,890,1,32,3,w3
3839,3228,233,11,400,49,2864,201,250,186,845,1,24,3,w3
3840,3124,8,2,150,14,390,217,235,155,2177,1,23,1,w1
3841,2962,88,20,212,42,1771,245,204,80,1440,1,31,3,w3
3842,3043,23,16,457,184,1454,208,203,128,3372,1,31,3,w3
3843,3023,342,17,331,164,949,182,212,167,3348,2,24,3,w3
3844,3157,159,9,323,63,2330,230,242,143,886,1,24,3,w3
3845,3225,203,13,150,14,3186,213,251,171,1189,1,23,3,w3
3846,3081,30,13,716,222,1860,216,211,129,3170,1,31,3,w3
3847,3032,9,18,437,173,1248,197,202,138,3542,1,24,3,w3
3848,2988,349,18,424,4,1784,185,208,160,1172,1,32,3,w3
3849,3074,16,14,566,215,1588,208,211,138,3353,1,31,3,w3
3850,3140,145,6,153,24,518,228,239,144,2226,1,23,1,w1
3851,3094,305,20,624,281,1836,162,225,202,636,2,13,3,w3
3852,3145,202,8,540,108,2001,217,248,166,979,2,32,3,w3
3853,3189,214,9,379,66,2444,212,249,172,902,2,24,3,w3
3854,3064,5,22,430,4,1240,186,191,137,3558,1,24,3,w3
3855,3354,43,10,424,42,1168,222,219,131,2742,1,38,1,w1
3856,2815,227,8,60,8,1590,208,248,177,960,2,13,3,w3
3857,2876,225,8,212,63,1613,210,248,174,787,2,13,3,w3
3858,3447,141,18,424,209,3649,243,233,112,3235,7,39,3,w3
3859,3090,357,14,417,21,890,198,214,154,3153,2,24,3,w3
3860,3034,349,12,691,17,1650,197,219,160,713,2,31,3,w3
3861,3034,329,12,666,17,1674,191,225,174,742,2,31,3,w3
3862,3149,247,15,361,46,2282,188,250,199,912,2,32,3,w3
3863,3068,93,20,295,112,680,247,206,80,2864,1,33,3,w3
3864,3309,136,15,443,17,1062,242,233,115,2773,1,22,1,w1
3865,3066,31,18,531,49,1775,213,198,115,895,1,31,3,w3
3866,2820,67,23,60,10,1530,235,188,73,1024,2,33,3,w3
3867,3205,128,24,270,48,4001,251,217,79,2940,1,33,3,w3
3868,3243,344,3,469,214,2889,213,234,159,2989,1,31,3,w3
3869,3102,1,20,430,11,1466,188,200,146,3575,1,24,3,w3
3870,3114,159,14,595,66,1932,234,242,136,926,2,32,3,w3
3871,3182,149,13,175,27,2636,237,239,129,1072,2,32,3,w3
3872,3371,239,7,391,55,3642,207,246,176,2180,7,38,3,w3
3873,3317,159,37,180,88,3915,230,218,84,3153,7,33,3,w3
3874,3229,134,28,240,72,4095,250,215,73,2984,1,33,3,w3
3875,3145,129,13,180,5,690,241,232,118,2208,1,23,1,w1
3876,3237,160,26,218,47,4189,236,235,112,3030,1,22,3,w3
3877,3097,204,10,492,38,1924,214,250,169,836,1,32,3,w3
3878,3158,324,25,242,98,3231,151,205,190,3025,1,24,3,w3
3879,3123,59,3,330,32,1436,221,233,148,3481,2,24,3,w3
3880,3079,74,9,849,158,1249,231,223,125,446,1,32,3,w3
3881,3211,252,11,108,16,3062,195,248,191,1448,1,23,3,w3
3882,3219,178,25,150,22,4203,222,245,140,3121,1,22,3,w3
3883,3108,153,14,216,39,1291,237,240,130,3437,1,31,3,w3
3884,3394,146,23,247,12,1899,244,230,103,3159,7,40,1,w1
3885,3130,113,2,90,2,765,222,237,151,2081,1,23,1,w1
3886,3098,150,4,60,1,721,225,239,150,1790,1,23,1,w1
3887,3220,245,12,170,22,3097,196,249,190,1510,1,23,3,w3
3888,3142,314,22,192,75,3363,156,216,198,3072,1,24,3,w3
3889,3121,337,4,124,9,780,212,234,161,1940,1,22,1,w1
3890,3027,171,13,433,77,404,229,245,146,1524,1,23,1,w1
3891,3104,217,9,366,45,1897,210,249,175,721,2,32,3,w3
3892,3205,270,11,134,16,3005,192,244,192,1463,1,23,3,w3
3893,3187,297,23,297,122,3256,149,225,213,3115,1,24,3,w3
3894,2869,69,28,127,61,1320,236,173,50,902,2,33,3,w3
3895,3092,157,16,551,65,1731,236,241,129,816,2,13,3,w3
3896,3099,156,6,339,51,1831,228,241,147,674,2,32,3,w3
3897,3218,88,13,30,4,4097,239,218,107,3350,7,22,3,w3
3898,3163,143,15,30,6,4169,240,235,120,3196,1,22,3,w3
3899,2969,333,16,60,13,800,182,218,175,2514,1,22,3,w3
3900,3106,82,14,124,3,866,238,215,105,1776,1,22,1,w1
3901,3048,90,11,350,56,592,237,222,114,1510,1,23,1,w1
3902,3323,202,13,95,7,3655,213,251,170,1832,1,32,3,w3
3903,3248,23,9,708,211,2858,215,221,142,3277,1,31,3,w3
3904,3227,13,13,649,84,2553,207,214,142,3359,1,31,3,w3
3905,3221,17,13,594,83,2470,208,212,139,3387,1,31,3,w3
3906,3199,138,14,190,16,1140,240,235,121,2589,1,22,1,w1
3907,3239,27,18,67,1,4121,209,198,119,3427,1,22,3,w3
3908,3185,312,26,342,113,3349,143,211,204,3227,1,24,3,w3
3909,3082,130,7,120,13,1392,233,236,136,3271,1,23,3,w3
3910,3506,110,31,371,113,2300,254,190,39,3475,7,40,1,w1
3911,3280,144,13,42,2,1465,238,237,127,2965,1,22,1,w1
3912,3133,319,13,30,11,2236,185,227,182,703,1,23,3,w3
3913,3218,306,25,404,149,3302,144,217,209,3263,1,24,3,w3
3914,2994,74,15,30,7,966,237,209,99,2716,1,23,3,w3
3915,3257,122,9,85,1,1400,236,233,127,2845,1,22,1,w1
3916,3143,99,6,85,10,990,231,231,134,2021,1,22,1,w1
3917,3020,343,13,42,7,1243,194,220,165,1465,2,23,3,w3
3918,2872,234,36,134,59,1301,137,243,223,277,2,13,3,w3
3919,3011,80,7,42,3,1020,230,228,131,2765,1,23,3,w3
3920,2990,348,14,67,10,940,193,216,161,2563,1,22,3,w3
3921,3103,114,9,0,0,977,236,231,125,1663,1,23,1,w1
3922,3046,198,2,810,5,1214,218,241,159,750,2,23,3,w3
3923,3093,306,21,450,76,1450,157,222,204,1008,2,33,3,w3
3924,3249,223,15,234,7,3209,199,253,188,1518,1,23,3,w3
3925,3369,87,9,301,47,2052,234,224,121,3410,7,38,1,w1
3926,3119,287,6,390,102,1429,204,240,175,1074,2,32,3,w3
3927,2839,43,24,228,26,1120,216,180,87,641,2,33,3,w3
3928,2880,228,35,162,66,1276,148,246,215,192,2,13,3,w3
3929,3246,316,16,492,167,3304,177,225,188,3356,2,24,3,w3
3930,3220,125,17,30,3,1368,246,226,102,2670,1,22,1,w1
3931,2982,78,23,376,172,1084,242,191,67,934,2,33,3,w3
3932,3112,310,21,108,35,1998,158,221,201,484,1,23,3,w3
3933,3200,15,24,67,14,4397,192,183,120,3436,1,22,3,w3
3934,3303,64,14,120,27,1655,232,210,107,3010,1,38,1,w1
3935,3035,66,17,458,47,1050,234,202,94,1082,2,33,3,w3
3936,3108,301,21,108,38,1956,158,226,207,443,1,23,3,w3
3937,3163,143,14,162,36,2201,239,236,123,3180,1,33,3,w3
3938,3087,18,10,60,0,1552,213,220,143,3090,1,23,3,w3
3939,2840,39,21,85,27,1082,215,188,99,421,2,32,3,w3
3940,3156,195,5,242,30,2297,219,244,161,752,2,32,3,w3
3941,3370,305,14,283,48,3762,181,232,191,1825,1,38,3,w3
3942,3295,359,16,524,71,2817,195,210,151,3382,7,32,3,w3
3943,3405,106,17,242,8,2244,247,217,93,3577,7,38,1,w1
3944,2926,227,20,365,106,1213,188,254,198,120,2,13,3,w3
3945,3030,158,7,390,69,600,228,241,147,1276,1,23,1,w1
3946,3025,130,7,366,57,480,233,236,136,1222,1,23,1,w1
3947,3481,194,15,834,156,3977,216,251,165,2952,7,40,3,w3
3948,3344,106,17,95,11,4246,246,217,94,3778,1,23,3,w3
3949,3219,353,26,283,93,3806,166,185,150,3481,7,40,3,w3
3950,3272,78,17,134,23,1637,240,207,93,2825,1,22,1,w1
3951,3044,135,1,255,54,726,220,238,154,1350,1,23,1,w1
3952,3407,131,18,120,44,4175,246,227,102,3918,7,33,3,w3
3953,3066,34,12,201,49,1348,218,214,130,2949,1,31,3,w3
3954,3139,126,8,0,0,1371,235,234,131,2321,1,23,1,w1
3955,2978,261,22,484,157,1167,161,245,219,313,2,13,3,w3
3956,3264,99,18,108,11,4540,247,212,87,3660,1,22,3,w3
3957,3227,114,19,108,30,4535,249,217,88,3631,1,22,3,w3
3958,3100,266,10,192,48,1794,195,245,188,258,2,32,3,w3
3959,3275,343,14,537,169,3616,191,218,165,3575,7,40,3,w3
3960,3336,39,9,443,112,3046,221,219,133,3331,7,32,3,w3
3961,3131,355,11,60,5,2114,201,220,156,2960,1,23,3,w3
3962,3229,111,19,120,35,1615,249,216,87,2652,1,22,1,w1
3963,2963,326,3,0,0,108,211,235,163,994,1,23,1,w1
3964,2977,284,14,60,14,90,180,239,199,990,1,22,1,w1
3965,3045,276,19,60,20,1614,166,240,212,190,1,23,3,w3
3966,3265,233,5,300,67,2854,212,244,169,1172,1,32,3,w3
3967,3280,340,15,525,167,3656,188,217,168,3603,7,40,3,w3
3968,3137,129,6,0,0,1454,231,236,138,2282,1,23,1,w1
3969,3255,229,11,297,57,2812,204,250,182,1136,1,32,3,w3
3970,3279,356,18,446,151,3778,189,205,152,3630,7,40,3,w3
3971,3130,0,12,228,16,1847,203,218,152,2854,1,31,3,w3
3972,3140,117,8,30,7,1505,235,232,129,2324,1,23,1,w1
3973,3078,122,6,60,11,865,231,235,137,1566,1,22,1,w1
3974,2966,293,6,0,0,175,203,239,175,938,1,22,1,w1
3975,3109,328,21,690,68,1015,165,211,184,1101,2,33,3,w3
3976,3063,53,15,618,4,781,227,207,109,1041,2,32,3,w3
3977,3306,332,16,604,23,3598,181,218,176,3571,7,40,3,w3
3978,3194,90,15,0,0,1641,242,214,98,2535,1,22,1,w1
3979,3119,45,5,335,60,771,221,229,144,1342,2,32,3,w3
3980,3237,300,5,277,65,2659,205,238,172,1054,1,32,3,w3
3981,3193,116,23,108,29,2583,252,212,75,2971,1,33,3,w3
3982,3498,77,35,210,101,2554,238,154,16,3791,7,39,1,w1
3983,3209,67,12,0,0,1698,232,217,116,2581,1,22,1,w1
3984,2957,246,9,0,0,420,203,247,182,1050,1,22,2,w2
3985,3119,90,5,309,60,713,227,232,139,1354,2,32,3,w3
3986,3382,222,18,492,93,3570,194,254,192,1579,1,32,3,w3
3987,3097,10,11,400,80,1434,208,218,146,2591,1,31,3,w3
3988,3017,152,12,120,0,433,235,240,134,1064,1,22,1,w1
3989,2982,145,10,42,4,365,234,239,136,886,1,23,1,w1
3990,2975,332,14,42,10,309,187,222,174,830,1,22,1,w1
3991,3347,57,8,42,2,4470,226,223,132,4113,7,23,3,w3
3992,3361,346,7,390,106,3383,207,229,161,3296,7,32,3,w3
3993,3108,329,3,30,3,966,213,236,161,1744,1,23,1,w1
3994,3003,321,7,108,0,730,203,234,170,1456,1,23,2,w2
3995,3103,286,22,150,44,711,152,233,218,1513,2,32,3,w3
3996,3110,319,4,30,1,2100,208,235,166,721,1,23,3,w3
3997,3401,188,14,577,115,4307,221,250,159,2799,7,33,3,w3
3998,3326,91,17,85,11,4540,244,211,91,4095,7,23,3,w3
3999,3111,14,11,450,94,1528,210,217,144,2706,1,31,3,w3
4000,3262,45,10,120,9,1905,223,219,130,2773,1,22,1,w1
4001,3146,79,11,182,23,1449,234,220,117,2258,1,22,1,w1
4002,2995,306,6,30,1,787,202,236,174,1340,1,23,2,w2
4003,2946,187,10,30,0,1084,222,248,159,573,1,13,3,w3
4004,2986,251,15,127,10,1345,186,249,201,218,2,23,3,w3
4005,2951,303,7,60,3,420,202,237,174,957,1,22,2,w2
4006,3220,149,13,218,43,2738,236,239,130,930,1,32,3,w3
4007,3219,140,14,190,42,2763,240,235,122,942,1,31,3,w3
4008,3359,354,17,525,170,4013,190,209,155,3649,7,40,3,w3
4009,3375,348,18,376,66,3611,183,208,161,3350,7,40,3,w3
4010,3094,90,9,150,27,658,233,227,125,1410,1,22,1,w1
4011,2968,239,10,108,18,1146,202,248,183,437,1,23,3,w3
4012,3048,298,6,0,0,1638,204,238,173,216,2,23,3,w3
4013,3309,261,18,395,80,3314,174,247,210,1321,2,32,3,w3
4014,3364,187,14,674,125,4445,221,249,158,2430,7,38,3,w3
4015,3380,190,16,470,94,4385,218,251,161,2828,1,33,3,w3
4016,3378,351,16,384,44,3678,189,211,158,3365,7,40,3,w3
4017,3222,3,13,255,67,2408,201,214,149,2663,1,24,3,w3
4018,3162,13,12,598,64,1745,208,216,143,2605,1,31,3,w3
4019,3244,71,17,210,8,1731,236,205,95,2605,1,22,1,w1
4020,3067,87,13,660,8,518,239,218,108,1047,2,32,3,w3
4021,3324,247,14,459,95,3354,189,250,197,1350,2,32,3,w3
4022,3139,18,12,570,122,1651,210,214,139,2634,1,31,3,w3
4023,3131,12,10,577,114,1608,210,220,146,2581,1,31,3,w3
4024,3318,32,27,216,18,1894,203,171,90,2802,7,39,1,w1
4025,3390,9,18,551,203,4160,196,201,138,3671,7,40,3,w3
4026,3290,50,24,270,4,1775,223,180,78,2678,1,39,1,w1
4027,3057,135,11,153,8,492,238,235,126,1235,1,23,1,w1
4028,2984,347,13,175,36,514,196,219,162,937,2,22,2,w2
4029,3079,57,10,633,20,459,227,220,126,1101,2,32,3,w3
4030,3032,68,19,564,215,454,236,199,87,900,2,33,3,w3
4031,2886,72,14,108,65,677,235,212,105,579,2,33,3,w3
4032,3091,84,7,192,32,745,231,227,129,1611,1,32,3,w3
4033,2830,198,1,108,6,655,218,239,157,571,1,32,3,w3
4034,2836,253,13,134,9,757,189,248,197,631,1,23,3,w3
4035,3334,187,10,342,55,3506,221,247,159,1477,1,32,3,w3
4036,3246,355,11,366,82,2464,201,220,156,2539,1,24,3,w3
4037,3034,129,12,90,10,376,240,233,121,1101,1,23,1,w1
4038,2833,326,2,134,6,685,215,237,160,569,1,23,3,w3
4039,2933,207,13,0,0,1074,211,252,174,474,2,23,3,w3
4040,3337,181,12,240,58,3688,224,247,155,1651,1,38,3,w3
4041,3336,217,14,0,0,4473,205,252,181,3371,7,35,3,w3
4042,3250,76,9,30,5,3257,232,223,124,2904,7,39,3,w3
4043,3246,356,14,201,64,2689,197,214,154,2591,1,24,3,w3
4044,3163,108,24,313,64,1423,252,204,65,2307,1,30,1,w1
4045,3138,72,15,457,97,750,236,209,100,1443,2,32,3,w3
4046,2979,302,16,30,8,1262,174,231,197,335,2,32,3,w3
4047,3089,301,21,182,43,1598,158,226,207,404,2,32,3,w3
4048,3331,176,12,319,52,3901,226,246,150,1861,1,38,3,w3
4049,3430,3,19,638,233,4213,191,201,144,3590,7,39,3,w3
4050,3426,5,13,297,78,3818,204,215,148,3269,7,32,3,w3
4051,3254,357,12,228,72,2708,201,218,155,2563,1,24,3,w3
4052,3154,0,11,805,137,1706,203,219,153,2297,1,31,3,w3
4053,3107,137,13,0,0,981,239,235,123,1805,1,23,1,w1
4054,3002,304,11,256,55,569,191,235,184,890,2,22,2,w2
4055,3077,117,3,684,18,342,225,236,146,1127,2,32,3,w3
4056,2965,268,15,60,19,1168,179,245,204,408,2,32,3,w3
4057,3311,183,18,450,78,4488,222,249,153,2452,1,33,3,w3
4058,3268,0,14,511,107,2440,199,213,151,2424,1,24,3,w3
4059,3081,137,10,180,24,591,235,237,132,1395,1,23,1,w1
4060,2833,254,7,42,6,552,204,245,179,454,1,23,3,w3
4061,3301,183,18,426,69,4480,222,249,153,2445,1,33,3,w3
4062,3443,27,11,309,95,3900,216,216,136,3267,7,40,3,w3
4063,3239,329,16,0,0,3006,179,219,178,2644,1,23,3,w3
4064,3085,178,6,190,28,711,223,244,155,1529,1,23,1,w1
4065,2978,310,14,108,28,400,180,230,189,708,2,22,2,w2
4066,3307,163,13,351,28,3956,232,243,139,1917,7,38,3,w3
4067,3078,159,7,60,4,836,228,242,146,1666,1,23,1,w1
4068,3049,333,10,60,9,841,197,228,169,1754,1,24,2,w2
4069,3060,286,10,150,20,768,191,240,188,1842,1,24,2,w2
4070,2971,93,21,391,150,433,248,203,73,642,1,33,3,w3
4071,3285,341,9,469,104,2652,201,226,165,2353,1,24,3,w3
4072,3050,358,14,134,28,124,198,213,153,875,2,22,1,w1
4073,3295,24,16,108,2,3445,210,204,127,2784,7,39,3,w3
4074,3074,137,8,30,3,828,232,237,137,1677,1,23,1,w1
4075,3157,145,11,190,29,2442,236,238,131,510,1,23,3,w3
4076,3186,222,14,95,27,2115,202,252,184,437,1,32,3,w3
4077,3269,209,11,335,29,3255,212,250,173,1215,2,32,3,w3
4078,3238,8,12,997,221,2123,206,216,147,2190,7,38,3,w3
4079,3265,218,9,323,25,3245,211,249,174,1205,2,32,3,w3
4080,2851,210,9,134,18,592,213,249,171,443,1,13,3,w3
4081,3072,242,24,480,96,1337,167,251,215,636,2,13,3,w3
4082,3256,17,22,1061,239,1921,196,190,123,2245,1,24,3,w3
4083,3064,93,12,306,32,0,239,222,111,824,2,22,1,w1
4084,3064,268,5,30,2,976,206,242,175,1746,1,24,2,w2
4085,3073,268,9,85,9,933,197,244,185,1806,1,24,2,w2
4086,3059,146,7,162,1,1602,230,239,142,725,2,31,3,w3
4087,3125,253,13,85,6,1924,189,248,197,404,2,32,3,w3
4088,3369,18,13,162,21,3744,210,213,138,2801,7,39,3,w3
4089,3002,295,11,134,37,382,190,237,187,408,1,22,2,w2
4090,3083,39,3,242,25,1218,220,232,149,1445,2,23,2,w2
4091,2998,131,14,577,105,216,242,232,116,641,1,33,3,w3
4092,2859,226,18,134,26,693,192,254,195,553,1,13,3,w3
4093,3178,69,15,30,2,1434,235,208,100,2462,2,29,1,w1
4094,3097,61,5,67,3,1036,224,229,141,2042,2,22,1,w1
4095,3087,351,5,446,53,1129,212,232,158,1233,2,23,2,w2
4096,3299,14,6,0,0,3463,215,228,150,2502,7,23,3,w3
4097,3106,277,8,30,4,834,199,242,182,1853,1,24,2,w2
4098,3098,19,9,418,65,268,214,222,144,1231,2,32,3,w3
4099,3425,308,12,376,31,4990,188,232,185,4085,7,38,3,w3
4100,3313,333,17,42,9,3477,179,216,175,2436,7,24,3,w3
4101,3289,4,16,1218,272,2128,198,208,146,1965,7,38,3,w3
4102,3097,10,11,0,0,949,208,218,146,1980,2,23,1,w1
4103,3007,311,9,170,27,458,196,234,177,360,1,22,2,w2
4104,2889,0,31,95,39,313,159,167,132,180,2,33,3,w3
4105,3225,127,14,277,36,3144,242,230,114,1120,2,32,3,w3
4106,3222,152,11,124,19,3318,234,240,135,1299,2,32,3,w3
4107,3068,312,7,616,114,849,202,235,173,871,2,23,2,w2
4108,3079,127,15,376,46,150,244,229,110,1279,2,32,3,w3
4109,3239,186,20,277,58,3078,219,250,156,1057,2,32,3,w3
4110,3103,349,7,240,34,458,207,228,160,1471,2,22,1,w1
4111,3123,51,9,342,63,182,225,221,129,1082,2,22,1,w1
4112,2837,342,6,42,2,571,208,231,162,454,2,23,3,w3
4113,3138,234,13,150,13,2495,198,251,190,459,2,31,3,w3
4114,3360,342,12,42,4,5071,194,221,165,3571,7,38,3,w3
4115,3281,75,18,295,92,1663,239,202,87,2731,1,30,1,w1
4116,3003,214,29,361,162,1018,179,252,193,451,2,13,3,w3
4117,3432,302,12,190,24,5155,186,234,189,3960,7,38,3,w3
4118,3026,316,14,300,53,443,182,227,185,418,1,22,2,w2
4119,3258,332,13,170,33,4553,190,224,173,2580,1,32,3,w3
4120,3301,327,16,324,68,4849,181,221,179,2880,1,32,3,w3
4121,3063,185,14,162,16,1974,222,249,157,67,1,31,3,w3
4122,3075,159,10,42,6,2144,231,242,142,124,1,31,3,w3
4123,3093,315,5,30,4,1260,206,235,169,1550,1,23,2,w2
4124,3128,305,10,424,50,335,193,235,182,1430,2,22,1,w1
4125,3010,103,13,30,7,1505,241,224,110,547,2,31,3,w3
4126,3024,223,16,153,48,1643,197,254,189,400,2,31,3,w3
4127,3150,315,4,30,4,900,209,236,166,2003,2,23,1,w1
4128,3096,351,5,30,1,1364,212,232,158,1448,1,23,2,w2
4129,3257,302,20,242,70,4290,160,226,205,2347,1,32,3,w3
4130,3138,225,8,120,8,2742,209,248,175,808,2,32,3,w3
4131,3166,344,10,108,18,1170,199,224,163,2284,2,22,1,w1
4132,2847,243,13,42,9,703,194,250,193,192,1,23,3,w3
4133,2868,237,17,108,28,774,188,252,199,153,2,32,3,w3
4134,3204,259,12,170,19,4105,190,247,195,2173,1,38,3,w3
4135,3175,39,12,495,79,450,220,212,125,1587,2,22,1,w1
4136,3683,340,10,1187,328,5347,198,225,166,3750,7,40,3,w3
4137,3689,4,13,1224,334,5217,202,214,148,3613,7,40,3,w3
4138,3084,332,6,540,41,633,207,233,165,774,2,23,2,w2
4139,3132,280,11,124,9,1252,191,241,190,1409,1,24,2,w2
4140,3118,342,6,417,31,1325,208,231,162,1200,1,23,2,w2
4141,3198,359,13,212,45,1176,199,215,152,2314,2,29,1,w1
4142,3219,41,13,433,76,582,221,210,122,1736,2,29,1,w1
4143,3162,198,6,192,2,3105,218,245,163,1233,2,32,3,w3
4144,3207,358,11,306,59,1036,203,220,155,2184,2,29,1,w1
4145,3703,324,4,1082,257,5438,209,235,165,3683,7,40,3,w3
4146,2948,328,17,30,16,1604,175,217,180,582,2,31,3,w3
4147,3710,354,5,1084,264,5276,212,231,157,3476,7,40,3,w3
4148,3184,84,11,582,144,433,236,221,115,1584,2,23,1,w1
4149,2904,186,22,90,38,1150,217,249,154,503,2,33,3,w3
4150,3724,354,15,1075,278,5172,194,213,156,3315,7,40,3,w3
4151,3149,340,7,365,36,1477,205,230,163,997,2,24,2,w2
4152,2868,213,15,42,11,967,206,253,180,350,2,32,3,w3
4153,3244,60,13,558,96,685,230,213,114,1840,2,23,1,w1
4154,3128,98,49,150,13,3001,239,123,0,1235,2,23,3,w3
4155,3217,328,21,335,62,3930,165,211,184,2106,1,31,3,w3
4156,3434,286,15,860,239,4800,175,238,202,2948,7,39,3,w3
4157,3149,18,8,190,13,1602,214,223,145,1020,1,24,2,w2
4158,3121,350,7,466,56,799,208,228,159,1068,1,22,2,w2
4159,2990,328,8,216,23,1830,202,231,169,696,2,31,3,w3
4160,3178,302,10,90,12,1243,191,235,184,1188,1,24,2,w2
4161,3321,271,11,684,152,4350,191,244,192,2534,1,38,3,w3
4162,3274,8,13,582,109,1100,205,215,146,2285,2,23,1,w1
4163,3274,355,12,600,113,1071,201,219,156,2257,2,23,1,w1
4164,3169,22,9,335,37,1682,214,220,141,886,1,32,2,w2
4165,3219,339,27,362,81,3692,153,191,171,1947,1,31,3,w3
4166,3231,346,25,402,91,3782,162,191,161,2029,1,31,3,w3
4167,3295,1,12,674,125,1057,203,218,152,2295,2,23,1,w1
4168,3280,42,12,713,132,819,222,213,125,2081,2,23,1,w1
4169,3132,315,7,0,0,607,202,235,172,994,1,23,2,w2
4170,3184,11,5,95,1,1423,215,230,152,721,1,32,2,w2
4171,3230,346,26,376,92,3663,160,189,160,1932,1,31,3,w3
4172,3178,328,12,218,7,1276,190,226,175,721,1,24,2,w2
4173,3073,203,23,85,29,2556,202,253,176,1074,2,23,3,w3
4174,3298,35,8,677,160,902,219,224,140,2188,2,23,1,w1
4175,3428,278,12,1082,243,4745,188,242,193,2960,7,40,3,w3
4176,3098,317,11,218,69,636,190,230,180,1121,1,22,2,w2
4177,3284,325,13,524,152,3760,186,225,178,2067,1,33,3,w3
4178,3332,326,15,680,187,4059,182,222,179,2336,2,33,3,w3
4179,3191,225,2,95,5,1390,217,240,161,589,1,32,2,w2
4180,2885,343,22,30,17,1208,169,199,166,787,2,23,3,w3
4181,3000,237,13,339,50,2032,196,251,191,994,2,33,3,w3
